48.206,48.206,48.206,48.206,48.206,47.758,47.758,47.982,47.982,47.534,47.534,46.637,46.861,46.861,43.946,45.067,42.601,43.274,40.583,40.583,40.583,35.874,35.874,37.22,37.668,27.354,28.027,28.251,29.596,0
57.491,57.491,57.21,57.303,57.491,57.491,57.584,57.303,57.397,57.022,56.929,56.835,56.835,56.835,56.648,56.554,56.086,55.805,55.805,55.524,55.15,54.307,54.494,53.745,53.745,53.464,53.558,52.622,52.622,51.217
60,60,60,60.168,60.168,60.168,60.336,60.336,60.168,59.832,60.168,59.664,59.328,58.824,58.824,58.992,58.655,57.647,57.983,57.983,56.975,56.134,56.134,56.471,54.454,54.622,50.924,51.765,52.437,52.437
48.259,48.259,48.425,48.425,48.425,48.425,48.093,48.093,47.43,47.43,46.6,46.103,46.269,45.439,45.108,45.274,43.781,44.444,42.454,42.454,40.133,40.133,40.796,41.128,35.987,36.816,37.148,28.69,29.187,0
44.032,44.032,44.032,44.032,43.501,43.236,43.236,43.236,42.175,42.44,41.114,41.379,40.053,40.053,40.849,36.074,36.074,36.87,37.401,32.095,33.422,33.952,23.077,24.668,25.729,26.26,0,0,0,0
34.742,34.742,34.742,34.507,34.507,34.507,34.507,34.507,33.568,32.864,32.864,32.16,31.221,28.404,29.108,29.343,25.587,26.291,19.953,20.423,0,0,0,0,0,0,0,0,0,0
51.345,51.345,51.345,51.345,51.345,51.57,51.457,51.121,51.345,51.009,50.897,50.673,50.336,50.112,49.888,49.439,49.103,48.991,48.318,47.87,47.758,47.87,46.861,45.067,45.291,45.404,45.516,43.274,43.274,39.126
50,50,50,50,50,50.286,50,49.143,48.857,48.857,48.571,48.571,48,47.714,46.571,46.571,46.571,44.571,42.286,42.286,43.143,43.143,38.857,38.286,38.286,40,28,29.143,29.714,30.857
47.934,47.934,47.934,47.934,47.934,47.934,47.816,47.816,47.816,47.58,47.344,47.344,46.871,46.635,46.517,46.163,45.927,45.573,44.864,44.982,44.864,43.92,42.385,42.385,42.503,40.142,40.26,36.718,36.482,30.106
54.111,54.222,54.111,54.111,54.222,54.222,54.333,53.889,54.333,54,54,53.667,53.111,53.111,53,52.333,52.444,52.444,52,50.667,50.667,50.889,50.778,49.889,49.556,48.111,48.222,48.111,46,46.111
60.993,60.993,61.56,61.135,61.135,61.135,61.277,61.277,61.135,60.993,60.851,60.567,60.567,60.142,60.142,59.433,59.007,59.149,58.298,58.723,57.589,57.73,56.312,56.596,56.738,54.894,55.035,55.319,52.34,52.624
54.267,54.267,54.589,54.589,54.428,54.267,54.106,54.106,53.623,53.623,53.623,52.979,52.979,52.979,52.174,51.852,51.852,50.886,49.436,50.081,50.081,48.309,48.47,44.928,46.055,46.055,46.216,41.063,42.029,42.029
39.615,39.615,39.829,39.829,39.615,39.4,39.186,39.4,38.33,37.901,37.901,35.974,36.403,36.831,35.118,35.76,33.405,33.833,29.55,29.979,30.407,22.484,23.34,0,0,0,0,0,0,0
37.817,37.817,37.817,37.817,37.563,37.563,37.563,37.31,37.056,35.787,35.787,35.025,33.249,30.711,30.711,31.98,32.234,27.919,28.68,20.558,21.574,22.081,0,0,0,0,0,0,0,0
29.457,29.651,29.845,29.651,29.264,28.876,28.682,29.07,27.907,28.101,28.101,27.326,26.163,24.225,24.612,21.899,22.287,0,0,0,0,0,0,0,0,0,0,0,0,0
43.956,43.956,43.956,44.113,44.113,43.956,43.956,43.956,43.642,43.171,42.543,42.072,42.072,41.915,41.13,41.287,39.874,38.776,38.776,38.776,36.735,37.049,36.735,33.124,33.281,26.374,0,0,0,0
49.633,49.633,49.633,49.633,49.633,49.389,48.9,49.144,48.9,48.166,48.166,46.944,46.455,46.699,47.188,45.477,43.765,44.254,44.254,41.32,42.054,42.543,36.43,37.408,38.142,38.631,28.117,28.851,29.829,30.318
62.553,62.553,62.447,62.658,62.658,62.975,62.869,62.869,62.764,62.869,62.553,62.025,61.92,61.92,61.92,61.709,61.076,61.076,61.076,60.549,60.232,60.443,59.388,59.599,58.861,58.861,57.595,57.806,57.911,56.224
61.451,61.451,61.451,61.451,61.678,61.678,61.678,61.224,60.771,60.771,60.771,60.998,60.998,60.544,59.184,59.864,59.41,59.41,58.277,58.277,56.916,56.916,55.329,55.329,55.782,55.782,52.381,53.061,53.515,53.515
37.662,37.662,37.477,37.662,37.477,37.477,36.92,37.106,36.549,36.364,35.993,34.879,35.25,34.508,32.468,33.581,31.169,31.354,27.829,28.015,28.571,22.449,0,0,0,0,0,0,0,0
