45.455,80.543,18.137,32.398,42.882,56.055
43.704,83.45,15.029,28.742,38.602,58.925
43.602,84.159,17.588,29.227,38.546,58.387
43.764,83.536,17.371,27.801,40.768,56.889
44.089,84.109,12.973,29.332,42.386,55.692
44.564,83.768,11.173,28.305,43.873,60.276
44.415,82.256,17.537,29.367,43.44,56.432
42.211,83.946,8.0214,24.259,42.534,55.576
40.966,84.07,9.0909,26.064,34.873,55.797
42.377,82.818,10.044,24.014,38.422,59.001
37.105,78.766,11.024,25.424,32.579,46.964
41.028,83.042,0,21.077,38.978,57.529
40.317,79.202,0,22.376,37.422,57.428
39.113,84.92,0,23.82,32.819,55.944
36.181,83.288,0,15.261,34.465,53.035
34.191,82.364,0,16.151,35.83,51.048
32.073,79.306,0,17.06,28.944,52.467
31.766,81.196,0,18.013,30.409,51.361
23.639,78.146,0,0,19.094,41.809
29.668,82.927,0,0,26.708,51.847
26.745,78.386,0,0,21.142,45.92
25.848,76.239,0,0,22.068,47.838
20.832,71.792,0,0,23.014,38.119
23.842,82.394,0,0,24.018,40.064
25.658,80.747,0,0,25,46.815
22.339,76.794,0,0,13,42.433
19.674,79.738,0,0,0,35.185
15.677,79.898,0,0,0,28.075
19.707,70.035,0,0,0,29.107
26.161,78.306,0,0,30.027,48.658
