46.319,81.413,18.137,32.737,43.938,57.614
43.303,83.649,15.029,27.941,37.949,59.249
42.658,84.037,15.075,27.937,37.591,58.05
42.269,83.131,14.554,25.495,39.183,55.993
42.332,83.51,12.973,27.491,40.966,53.798
42.544,82.969,10.056,25.561,42.638,58.4
42.341,81.575,13.359,27.851,41.128,54.627
39.574,83.336,10.16,21.698,38.808,53.877
38.441,83.234,9.7297,22.194,32.078,54.843
39.766,81.244,11.556,18.837,35.609,56.682
34.359,76.979,11.321,18.643,33.549,43.977
38.053,81.095,0,18.824,36.567,52.379
38.32,77.78,0,19.258,38.605,53.192
36.714,83.241,0,19.498,29.713,52.276
33.525,81.698,0,19.358,27.194,49.587
32.162,81.317,0,19.651,26.974,50.105
30.539,78.573,0,18.773,25.427,50.32
29.699,78.312,0,18.193,26.46,50.001
21.797,74.142,0,0,21.208,32.355
27.663,79.577,0,0,26.386,44.956
24.775,74.734,0,0,26.152,36.545
24.807,73.338,0,0,25.411,38.559
20.105,68.727,0,0,23.063,33.559
22.718,78.304,0,0,25.431,37.178
25.131,77.534,0,0,28.13,39.751
21.397,73.628,0,0,13.021,37.11
19.283,77.685,0,0,0,35.423
15.883,76.803,0,0,0,33.676
19.478,71.661,0,0,0,35.683
25.139,77.22,0,0,31.197,44.83
