68.761,81.003,48.747,64.744,68.841,74.228
68.666,80.613,48.456,63.717,69.525,75.069
68.542,81.187,47.356,64.915,68.89,73.632
68.786,80.605,51.698,64.083,69.003,73.753
68.823,80.786,52.564,63.787,70.21,73.731
65.721,80.623,39.764,60.108,65.964,72.808
66.09,80.249,49.632,60.383,65.983,71.943
66.983,80.12,50.965,62.516,66.929,72.691
65.33,78.301,39.138,60.413,65.399,72.16
64.832,79.034,39.539,59.838,65.602,72.54
64.51,79.619,39.545,59.779,64.57,70.197
63.445,78.175,38.937,58.133,64.904,69.303
63.031,78.815,40,59.166,64.895,69.474
63.163,78.173,40.393,57.202,64.279,70.55
61.796,77.644,38.971,56.182,63.016,69.178
62.659,77.172,38.912,54.953,64.725,71.047
61.205,75.583,39.72,55.535,62.5,68.526
61.313,75.806,36.691,53.96,62.264,68.194
60.026,75.324,37.976,52.504,59.606,67.74
56.659,75.577,35.507,49.804,57.876,64.192
58.055,76.131,32.222,51.629,59.102,65.666
59.835,75.64,31.559,53.477,60.346,66.947
56.852,75.667,31.295,50.246,58.363,64.013
53.113,75.272,33.333,42.339,56.468,62.135
54.504,69.443,31.889,43.135,57.494,63.832
53.728,69.444,32.509,42.513,58.092,63.172
54.99,68.761,35.169,43.008,60.487,63.68
53.706,69.557,34.34,42.267,58.361,63.725
50.784,68.617,32.542,40.838,45.524,62.567
50.599,67.408,31.731,39.957,45.11,64.261
