69.873,81.43,50.693,66.034,70.687,74.926
69.781,81.244,49.881,65.392,70.482,76.034
69.422,81.818,49.611,65.869,69.636,74.2
69.706,80.947,53.208,65.641,69.915,74.504
69.61,81.285,53.205,64.62,70.626,74.13
66.403,80.969,45.748,60.365,66.843,73.757
66.771,80.359,50.183,61.407,66.965,72.336
67.546,81.021,50.304,63.01,68.151,72.913
66.097,78.608,45.81,60.956,66.999,72.673
65.473,79.551,47.254,60.617,66.103,71.922
65.42,80.067,45.61,60.612,65.324,71.727
63.948,78.047,37.217,58.36,64.386,70.197
63.847,78.202,39.453,58.406,64.918,70.462
63.83,78.457,39.52,57.806,64.445,70.71
62.202,79.313,37.646,56.507,62.205,68.644
63.249,77.111,39.252,57.12,64.91,70.391
62.136,76.689,37.85,58.698,63.331,67.529
62.235,77.061,36.609,55.472,64.195,68.621
60.403,75.948,39.15,53.635,61.979,68.585
56.725,76.688,34.25,45.749,57.38,66.894
58.915,75.803,36.868,48.856,61.867,67.673
59.926,74.712,32.7,48.939,61.974,69.564
56.653,75,32.734,47.381,55.863,66.25
53.88,74.837,35.238,45.892,51.434,63.536
55.428,74.497,33.437,47.111,52.916,64.971
53.287,74.365,33.922,46.867,52.963,58.532
55.051,73.886,37.218,48.728,55.674,59.581
54.3,74.324,36.226,47.733,53.916,59.746
51.868,65.577,34.237,46.755,52.921,58.225
53.094,65.521,33.333,47.805,53.295,60.235
