64.369,77.908,49.715,59.231,64.293,70.993
67.265,79.026,49.327,61.408,67.7,73.706
68.32,80.808,49.378,64.142,68.496,73.114
68.927,80.662,53.585,63.749,69.183,73.922
69.676,81.174,54.691,65.151,70.507,73.963
67.242,81.038,48.74,61.439,67.483,73.661
68.088,80.707,52.574,63.404,67.893,73.731
69.256,81.682,53.668,65.329,69.581,74.573
68.235,80.143,49.803,63.673,68.889,73.818
68.042,80.759,51.071,63.347,68.675,74.416
68.166,81.299,49.554,63.901,68.099,73.27
67.714,80.089,48.397,62.445,68.601,73.703
67.801,80.381,50.703,63.432,69.029,73.823
68.32,80.707,50.218,63.276,68.101,74.588
67.255,81.269,47.545,61.294,67.29,73.132
68.278,81.037,49.958,62.073,69.781,75.312
67.472,80.052,48.442,63.978,67.521,72.358
67.728,80.197,47.174,61.543,69.283,73.262
67.022,79.789,49.707,60.936,67.704,73.207
64.778,80.13,43.441,57.734,65.491,71.159
66.547,80.59,46.976,60.641,68.339,72.703
67.769,79.858,44.106,61.256,68.489,74.808
65.872,80.083,44.604,59.086,67.038,72.817
63.73,79.521,46.557,57.928,64.107,70.391
65.284,79.322,41.796,58.289,65.198,71.474
64.175,79.921,40.636,57.587,66.376,71.535
66.08,79.339,44.887,59.546,68.644,72.779
65.274,79.675,43.019,58.083,66.061,73.266
62.575,78.793,37.326,55.316,64.507,70.808
63.589,78.121,30.128,55.769,65.449,73.713
