58.894,91.143,25.965,44.206,58.819,72.874
58.314,88.537,28.313,47.109,57.317,68.822
56.314,90.066,32.985,43.526,53.225,69.427
59.432,91.213,25,43.457,59.478,76.311
57.415,89.507,24.252,42.671,58.572,69.707
52.668,88.077,21.864,39.228,49.913,63.044
50.712,89.837,18.841,36.34,49.728,61.918
55.391,90.16,20.253,43.948,56.413,65.885
51.43,84.968,14.981,37.345,50.874,65.709
50.534,91.329,16.613,33.937,47.389,66.325
50.517,88.605,17.827,37.453,46.09,65.71
49.13,86.901,15.385,32.267,48.1,65.15
49.817,90.246,17.052,34.407,47.522,64.013
47.989,85.5,17.028,32.12,46.59,63.883
46.355,88.316,15.411,31.975,46.123,60.053
49.726,87.984,16.82,31.575,51.383,66.468
43.869,82.243,0,26.058,39.54,59.589
43.782,85.234,0,24.672,39.499,62.068
42.73,85.548,0,24.879,41.739,58.978
40.513,84.633,0,24.739,31.301,59.654
42.639,85.67,0,26.633,34.553,58.16
45.436,88.29,0,26.88,44.674,69.959
38.511,86.805,0,25.22,33.145,51.82
33.456,85.09,0,25.409,31.222,49.166
38.729,87.086,0,27.301,34.33,63.411
35.942,84.069,0,26.182,33.451,54.195
35.994,84.729,0,13.656,35.79,54.367
35.845,85.111,0,0,35.675,55.198
29.89,86.491,0,0,34.148,42.772
30.894,86.288,0,0,36.951,52.718
