28.916,28.313,27.41,26.807,25.602,24.398,24.398,21.084,21.084,17.169,17.169,17.169,17.169,17.169,17.169,17.169,17.169,0,0,0,0,0,0,0,0,0,0,0,0,0
51.053,50.526,49.649,49.386,48.86,48.421,47.105,47.105,44.474,44.474,42.982,42.982,42.982,42.982,42.982,37.632,37.632,37.632,31.404,31.404,31.404,31.404,31.404,31.404,31.404,31.404,31.404,31.404,31.404,31.404
56.433,56.283,55.756,55.154,54.703,53.649,53.649,53.424,51.091,49.887,49.285,49.285,49.285,49.285,47.479,47.479,47.479,41.836,41.836,41.836,41.836,34.838,34.838,34.838,34.838,34.838,34.838,34.838,34.838,34.838
67.79,67.628,67.304,66.883,66.688,65.684,65.198,64.582,64.582,64.193,64.193,62.897,60.305,60.305,60.305,60.305,58.782,58.782,58.782,58.782,58.782,58.782,58.782,52.074,52.074,52.074,52.074,45.042,45.042,45.042
66.718,66.412,65.952,65.524,65.156,64.421,63.503,63.503,63.503,63.074,61.88,61.88,59.247,59.247,59.247,57.746,57.746,57.746,57.746,57.746,57.746,57.746,51.072,51.072,51.072,51.072,44.213,44.213,44.213,44.213
77.619,77.488,77.126,76.798,76.568,76.355,76.125,75.369,74.943,74.368,74.368,74.368,74.368,72.775,72.775,71.412,70.213,70.213,70.213,70.213,70.213,68.785,68.785,68.785,68.785,68.785,68.785,68.785,61.921,61.921
79.109,78.966,78.724,78.453,78.154,77.955,77.699,77.699,76.488,76.218,75.961,75.961,75.961,75.634,74.395,74.395,73.07,71.86,71.86,71.86,71.86,70.507,70.507,70.507,70.507,70.507,70.507,70.507,70.507,63.6
62.481,62.234,61.789,61.246,60.9,60.306,59.417,59.071,58.725,57.588,56.204,54.869,54.869,54.869,54.869,53.287,53.287,53.287,53.287,53.287,46.96,46.96,46.96,46.96,39.99,39.99,39.99,39.99,39.99,39.99
38.462,38.046,37.63,37.214,35.551,35.551,33.472,33.472,33.472,31.809,27.443,27.443,27.443,22.453,22.453,22.453,22.453,22.453,22.453,22.453,22.453,22.453,0,0,0,0,0,0,0,0
69.227,68.75,68.499,68.097,67.897,67.144,66.842,65.889,65.587,65.587,65.587,64.433,64.433,61.621,61.621,60.241,60.241,60.241,60.241,60.241,60.241,60.241,60.241,53.564,53.564,53.564,53.564,46.486,46.486,46.486
36.451,36.451,35.731,34.532,34.293,31.655,31.655,31.655,30.216,26.379,26.379,26.379,26.379,21.103,21.103,21.103,21.103,21.103,21.103,21.103,21.103,0,0,0,0,0,0,0,0,0
82.981,82.846,82.645,82.444,81.984,81.822,81.755,81.515,81.19,80.423,79.973,79.973,79.973,79.973,79.973,79.667,78.479,78.479,77.196,76.037,76.037,76.037,76.037,74.859,74.859,74.859,74.859,74.859,74.859,74.859
59.341,59.017,58.369,57.937,57.721,57.343,56.21,55.832,54.698,54.698,52.106,52.106,52.106,50.594,50.594,50.594,50.594,50.594,50.594,44.384,44.384,44.384,37.797,37.797,37.797,37.797,37.797,37.797,37.797,37.797
