58.272,91.086,24.912,43.383,58.3,72.597
57.784,88.498,27.711,46.243,56.724,68.724
55.839,90.062,31.658,42.769,52.668,69.172
59.045,91.198,23.026,42.962,59.058,76.345
57.123,89.405,22.591,41.983,58.178,69.554
52.363,88.169,21.505,39.667,49.646,62.736
50.457,89.899,19.934,36.522,48.633,61.852
55.16,90.237,20.253,44.487,56.089,65.834
51.06,84.926,14.607,36.084,50.462,65.648
50.163,91.113,16.294,33.064,47.613,65.52
49.97,88.587,17.27,36.684,46.258,64.74
48.658,87.078,15.035,33.295,48.361,65.495
49.67,90.359,16.763,34.596,49.302,63.434
48.079,85.445,16.667,33.343,45.175,63.236
45.979,88.137,15.068,32.9,43.197,60.289
49.381,87.814,16.82,24.858,47.258,66.278
43.454,80.914,0,24.559,41.422,60.279
43.062,84.901,0,23.758,41.155,62.556
42.078,85.201,0,23.959,43.109,59.575
39.159,84.873,0,24.044,29.23,59.245
41.843,85.821,0,25.445,36.171,52.802
44.163,88.431,0,25.562,45.924,69.406
38.121,85.542,0,24.221,30.642,52.992
31.811,84.518,0,24.481,29.22,50.571
37.541,86.341,0,26.014,31.605,57.236
32.233,84.376,0,0,30.803,55.197
33.754,84.97,0,0,32.705,55.361
32.782,85.303,0,0,32.508,56.147
27.923,86.527,0,0,31.466,37.287
29.017,86.326,0,0,33.402,56.933
