44.647,61.378,25.664,37.124,45.356,52.34
44.835,59.898,28.677,39.044,44.626,51.834
44.062,59.629,24.934,38.112,43.706,50.313
43.477,60.913,27.473,36.478,43.958,50.02
43.67,61.196,24.011,38.721,43.063,50.707
44.079,59.529,22.769,38.165,44.924,49.748
41.868,59.131,22.945,34.18,42.534,49.148
42.742,59.777,22.492,35.324,44.731,50.793
41.295,60.275,20.489,35.016,40.443,49.258
39.487,58.353,21.99,31.843,39.758,47.505
40.187,57.891,19.157,34.26,40.526,47.903
39.63,58.58,12.048,31.776,39.761,47.428
38.635,55.441,21.351,29.476,38.909,46.877
37.659,59.053,14.032,30.224,36.382,45.704
35.926,57.249,0,31.453,37.512,46.776
33.219,57.949,0,26.136,34.213,40.627
32.325,57.68,0,27.407,34.95,41.884
31.175,54.024,0,18.085,30.736,43.145
28.083,54.503,0,19.066,30.381,39.699
27.812,53.071,0,20.075,31.825,34.055
24.664,53.525,0,21.053,21.104,35.591
21.504,51.327,0,0,22.096,35.012
24.355,52.583,0,11.532,23.102,36.196
18.219,47.431,0,0,24.081,24.122
19.242,48.956,0,0,25.085,31.705
11.825,49.202,0,0,0,26.109
13.173,50.223,0,0,0,27.113
11.295,43.438,0,0,0,28.105
5.8246,43.842,0,0,0,0
7.3675,45.276,0,0,0,0
