44.515,61.285,25.312,36.893,45.286,52.199
44.05,59.294,27.744,38.165,43.738,51.177
42.708,58.599,23.547,36.514,42.635,49.043
41.607,59.619,26.247,34.273,41.867,48.222
41.287,59.379,20.975,36.502,40.41,48.442
41.295,56.86,20.561,35.435,42.398,47.293
38.645,56.463,21.202,29.864,38.386,46.58
39.194,56.992,18.474,31.121,40.577,46.632
37.268,57.324,14.769,30.968,34.941,44.368
35.079,54.069,15.306,30.274,35.18,42.087
35.67,52.394,15.652,32.4,35.872,42.731
34.875,53.231,13.904,26.141,35.885,43.294
33.474,49.922,16.667,25.787,36.517,42.241
32.314,52.757,14.25,21.923,30.378,42.066
30.685,51.929,0,22.149,30.45,42.428
28.21,52.312,0,21.155,30.487,34.201
27.238,52.672,0,21.644,24.785,34.655
26.607,49.837,0,20.892,25.023,35.267
24.111,42.721,0,20.48,24.264,35.796
24.059,42.975,0,22.52,25.529,28.054
21.923,42.882,0,21.101,25.224,29.178
19.491,43.188,0,0,25.252,29.041
21.881,44.146,0,11.703,26.043,29.549
17.489,42.318,0,0,25.546,28.284
18.013,43.788,0,0,25.869,29.987
11.615,36.2,0,0,0,28.096
12.615,36.79,0,0,0,29.524
11.371,37.002,0,0,0,29.916
5.7421,35.518,0,0,0,0
7.3621,37.1,0,0,0,0
