x	y
8.126	1.91E-06
8.127	3.81E-06
8.128	5.69E-06
8.129	7.55E-06
8.13	9.40E-06
8.131	1.12E-05
8.132	1.31E-05
8.133	1.49E-05
8.134	1.67E-05
8.135	1.84E-05
8.136	2.02E-05
8.137	2.19E-05
8.138	2.37E-05
8.139	2.54E-05
8.14	2.71E-05
8.141	2.88E-05
8.142	3.04E-05
8.143	3.21E-05
8.144	3.37E-05
8.145	3.53E-05
8.146	3.69E-05
8.147	3.85E-05
8.148	4.01E-05
8.149	4.17E-05
8.15	4.32E-05
8.151	4.48E-05
8.152	4.63E-05
8.153	4.78E-05
8.154	4.93E-05
8.155	5.07E-05
8.156	5.22E-05
8.157	5.36E-05
8.158	5.51E-05
8.159	5.65E-05
8.16	5.79E-05
8.161	5.93E-05
8.162	6.06E-05
8.163	6.20E-05
8.164	6.33E-05
8.165	6.46E-05
8.166	6.60E-05
8.167	6.72E-05
8.168	6.85E-05
8.169	6.98E-05
8.17	7.10E-05
8.171	7.23E-05
8.172	7.35E-05
8.173	7.47E-05
8.174	7.59E-05
8.175	7.71E-05
8.176	7.82E-05
8.177	7.94E-05
8.178	8.05E-05
8.179	8.16E-05
8.18	8.27E-05
8.181	8.38E-05
8.182	8.48E-05
8.183	8.59E-05
8.184	8.69E-05
8.185	8.80E-05
8.186	8.90E-05
8.187	9.00E-05
8.188	9.09E-05
8.189	9.19E-05
8.19	9.29E-05
8.191	9.38E-05
8.192	9.47E-05
8.193	9.56E-05
8.194	9.65E-05
8.195	9.74E-05
8.196	9.82E-05
8.197	9.91E-05
8.198	9.99E-05
8.199	0.000100720846005
8.2	0.00010152076498
8.201	0.000102305811855
8.202	0.000103075990255
8.203	0.000103831303808
8.204	0.000104571756137
8.205	0.000105297350865
8.206	0.000106008091613
8.207	0.000106703982
8.208	0.000107385025647
8.209	0.000108051226171
8.21	0.000108702587186
8.211	0.000109339112309
8.212	0.000109960805151
8.213	0.000110567669327
8.214	0.000111159708446
8.215	0.000111736926119
8.216	0.000112299325952
8.217	0.000112846911553
8.218	0.000113379686528
8.219	0.000113897654481
8.22	0.000114400819014
8.221	0.000114889183729
8.222	0.000115362752227
8.223	0.000115821528107
8.224	0.000116265514965
8.225	0.000116694716399
8.226	0.000117109136004
8.227	0.000117508777372
8.228	0.000117893644097
8.229	0.00011826373977
8.23	0.00011861906798
8.231	0.000118959632317
8.232	0.000119285436366
8.233	0.000119596483714
8.234	0.000119892777945
8.235	0.000120174322644
8.236	0.000120441121391
8.237	0.000120693177767
8.238	0.000120930495352
8.239	0.000121153077724
8.24	0.000121360928459
8.241	0.000121554051133
8.242	0.000121732449319
8.243	0.000121896126592
8.244	0.000122045086522
8.245	0.000122179332679
8.246	0.000122298868633
8.247	0.00012240369795
8.248	0.000122493824199
8.249	0.000122569250942
8.25	0.000122629981744
8.251	0.000122676020168
8.252	0.000122707369775
8.253	0.000122724034125
8.254	0.000122726016776
8.255	0.000122713321284
8.256	0.000122685951208
8.257	0.0001226439101
8.258	0.000122587201515
8.259	0.000122515829004
8.26	0.000122429796118
8.261	0.000122329106408
8.262	0.00012221376342
8.263	0.000122083770702
8.264	0.000121939131799
8.265	0.000121779850257
8.266	0.000121605929618
8.267	0.000121417373423
8.268	0.000121214185214
8.269	0.00012099636853
8.27	0.000120763926908
8.271	0.000120516863885
8.272	0.000120255182996
8.273	0.000119978887777
8.274	0.000119687981758
8.275	0.000119382468473
8.276	0.00011906235145
8.277	0.00011872763422
8.278	0.000118378320309
8.279	0.000118014413246
8.28	0.000117635916553
8.281	0.000117242833755
8.282	0.000116835168375
8.283	0.000116412923934
8.284	0.000115976103953
8.285	0.000115524711949
8.286	0.000115058751441
8.287	0.000114578225944
8.288	0.000114083138973
8.289	0.000113573494042
8.29	0.000113049294664
8.291	0.00011251054435
8.292	0.00011195724661
8.293	0.00011138940495
8.294	0.000110807022881
8.295	0.000110210103907
8.296	0.000109598651533
8.297	0.000108972669262
8.298	0.000108332160598
8.299	0.000107677129041
8.3	0.00010700757809
8.301	0.000106323511243
8.302	0.000105624932
8.303	0.000104911843854
8.304	0.000104184250301
8.305	0.000103442154834
8.306	0.000102685560945
8.307	0.000101914472125
