x	y
4.376	3.53E-06
4.377	7.00E-06
4.378	1.04E-05
4.379	1.38E-05
4.38	1.71E-05
4.381	2.04E-05
4.382	2.36E-05
4.383	2.68E-05
4.384	2.99E-05
4.385	3.29E-05
4.386	3.59E-05
4.387	3.89E-05
4.388	4.18E-05
4.389	4.46E-05
4.39	4.74E-05
4.391	5.02E-05
4.392	5.29E-05
4.393	5.55E-05
4.394	5.81E-05
4.395	6.06E-05
4.396	6.31E-05
4.397	6.56E-05
4.398	6.80E-05
4.399	7.03E-05
4.4	7.26E-05
4.401	7.48E-05
4.402	7.70E-05
4.403	7.91E-05
4.404	8.12E-05
4.405	8.32E-05
4.406	8.52E-05
4.407	8.71E-05
4.408	8.89E-05
4.409	9.08E-05
4.41	9.25E-05
4.411	9.42E-05
4.412	9.59E-05
4.413	9.75E-05
4.414	9.91E-05
4.415	0.000100581717164
4.416	0.000102038322805
4.417	0.00010344364917
4.418	0.000104797719477
4.419	0.000106100556925
4.42	0.000107352184699
4.421	0.000108552625969
4.422	0.000109701903888
4.423	0.000110800041593
4.424	0.000111847062208
4.425	0.000112842988838
4.426	0.000113787844573
4.427	0.00011468165249
4.428	0.000115524435646
4.429	0.000116316217088
4.43	0.000117057019841
4.431	0.00011774686692
4.432	0.000118385781321
4.433	0.000118973786025
4.434	0.000119510903998
4.435	0.000119997158192
4.436	0.00012043257154
4.437	0.000120817166963
4.438	0.000121150967363
4.439	0.000121433995629
4.44	0.000121666274635
4.441	0.000121847827237
4.442	0.000121978676278
4.443	0.000122058844584
4.444	0.000122088354967
4.445	0.000122067230222
4.446	0.000121995493129
4.447	0.000121873166454
4.448	0.000121700272946
4.449	0.00012147683534
4.45	0.000121202876355
4.451	0.000120878418693
4.452	0.000120503485045
4.453	0.000120078098083
4.454	0.000119602280463
4.455	0.000119076054831
4.456	0.000118499443811
4.457	0.000117872470018
4.458	0.000117195156047
4.459	0.000116467524479
4.46	0.000115689597883
4.461	0.000114861398808
4.462	0.000113982949792
4.463	0.000113054273355
4.464	0.000112075392002
4.465	0.000111046328225
4.466	0.000109967104499
4.467	0.000108837743285
4.468	0.000107658267028
4.469	0.000106428698159
4.47	0.000105149059092
4.471	0.000103819372229
4.472	0.000102439659954
4.473	0.000101009944637
4.474	9.95E-05
4.475	9.80E-05
4.476	9.64E-05
4.477	9.48E-05
4.478	9.31E-05
4.479	9.14E-05
4.48	8.96E-05
4.481	8.78E-05
4.482	8.59E-05
4.483	8.40E-05
4.484	8.20E-05
4.485	8.00E-05
4.486	7.79E-05
4.487	7.58E-05
4.488	7.36E-05
4.489	7.14E-05
4.49	6.91E-05
4.491	6.67E-05
4.492	6.44E-05
4.493	6.19E-05
4.494	5.95E-05
4.495	5.70E-05
4.496	5.44E-05
4.497	5.18E-05
4.498	4.91E-05
4.499	4.64E-05
4.5	4.36E-05
4.501	4.08E-05
4.502	3.79E-05
4.503	3.50E-05
4.504	3.20E-05
4.505	2.90E-05
4.506	2.59E-05
4.507	2.28E-05
4.508	1.96E-05
4.509	1.64E-05
4.51	1.32E-05
