x	y
1.401	2.59E-05
1.402	2.57E-05
1.403	2.50E-05
1.404	2.39E-05
1.405	2.22E-05
1.406	2.00E-05
1.407	1.73E-05
1.408	1.41E-05
1.409	1.04E-05
1.41	6.18E-06
1.411	1.46E-06
1.412	3.43E-06
1.413	7.84E-06
1.414	1.17E-05
1.415	1.51E-05
1.416	1.81E-05
1.417	2.05E-05
1.418	2.24E-05
1.419	2.38E-05
1.42	2.47E-05
1.421	2.51E-05
1.422	2.50E-05
1.423	2.45E-05
1.424	2.34E-05
1.425	2.19E-05
1.426	1.98E-05
1.427	1.73E-05
1.428	1.42E-05
1.429	1.07E-05
1.43	6.69E-06
1.431	2.19E-06
1.432	2.60E-06
1.433	6.96E-06
1.434	1.08E-05
1.435	1.42E-05
1.436	1.71E-05
1.437	1.95E-05
1.438	2.15E-05
1.439	2.29E-05
1.44	2.39E-05
1.441	2.44E-05
1.442	2.44E-05
1.443	2.39E-05
1.444	2.30E-05
1.445	2.15E-05
1.446	1.96E-05
1.447	1.72E-05
1.448	1.43E-05
1.449	1.10E-05
1.45	7.17E-06
1.451	2.87E-06
1.452	1.80E-06
1.453	6.12E-06
1.454	9.96E-06
1.455	1.33E-05
1.456	1.62E-05
1.457	1.87E-05
1.458	2.06E-05
1.459	2.21E-05
1.46	2.31E-05
1.461	2.37E-05
1.462	2.38E-05
1.463	2.34E-05
1.464	2.25E-05
1.465	2.12E-05
1.466	1.94E-05
1.467	1.72E-05
1.468	1.44E-05
1.469	1.13E-05
1.47	7.61E-06
1.471	3.50E-06
1.472	1.03E-06
1.473	5.31E-06
1.474	9.12E-06
1.475	1.25E-05
1.476	1.54E-05
1.477	1.78E-05
1.478	1.98E-05
1.479	2.13E-05
1.48	2.24E-05
1.481	2.30E-05
1.482	2.31E-05
1.483	2.28E-05
1.484	2.21E-05
1.485	2.09E-05
1.486	1.92E-05
1.487	1.71E-05
1.488	1.45E-05
1.489	1.15E-05
1.49	8.00E-06
1.491	4.08E-06
1.492	2.89E-07
1.493	4.52E-06
1.494	8.31E-06
1.495	1.16E-05
1.496	1.45E-05
1.497	1.70E-05
1.498	1.90E-05
1.499	2.05E-05
1.5	2.16E-05
1.501	2.23E-05
1.502	2.25E-05
1.503	2.23E-05
1.504	2.16E-05
1.505	2.05E-05
1.506	1.90E-05
1.507	1.70E-05
1.508	1.45E-05
1.509	1.17E-05
1.51	8.37E-06
1.511	4.62E-06
1.512	4.28E-07
1.513	3.77E-06
1.514	7.53E-06
1.515	1.08E-05
1.516	1.37E-05
1.517	1.62E-05
1.518	1.82E-05
1.519	1.98E-05
1.52	2.09E-05
1.521	2.16E-05
1.522	2.19E-05
1.523	2.18E-05
1.524	2.12E-05
1.525	2.02E-05
1.526	1.87E-05
1.527	1.69E-05
1.528	1.46E-05
1.529	1.18E-05
1.53	8.69E-06
1.531	5.11E-06
1.532	1.10E-06
1.533	3.04E-06
1.534	6.77E-06
1.535	1.01E-05
1.536	1.29E-05
1.537	1.54E-05
1.538	1.74E-05
1.539	1.90E-05
1.54	2.02E-05
1.541	2.10E-05
1.542	2.13E-05
1.543	2.13E-05
1.544	2.08E-05
1.545	1.98E-05
1.546	1.85E-05
1.547	1.68E-05
1.548	1.46E-05
1.549	1.20E-05
1.55	8.99E-06
1.551	5.57E-06
1.552	1.73E-06
1.553	2.34E-06
1.554	6.04E-06
1.555	9.32E-06
1.556	1.22E-05
1.557	1.47E-05
1.558	1.67E-05
1.559	1.83E-05
1.56	1.96E-05
1.561	2.04E-05
1.562	2.08E-05
1.563	2.08E-05
1.564	2.03E-05
1.565	1.95E-05
1.566	1.83E-05
1.567	1.66E-05
1.568	1.46E-05
1.569	1.21E-05
1.57	9.26E-06
1.571	5.99E-06
1.572	2.32E-06
1.573	1.66E-06
1.574	5.33E-06
1.575	8.60E-06
1.576	1.15E-05
1.577	1.39E-05
1.578	1.60E-05
1.579	1.76E-05
1.58	1.89E-05
1.581	1.97E-05
1.582	2.02E-05
1.583	2.03E-05
1.584	1.99E-05
1.585	1.92E-05
1.586	1.80E-05
1.587	1.65E-05
1.588	1.46E-05
1.589	1.22E-05
1.59	9.51E-06
1.591	6.38E-06
1.592	2.86E-06
1.593	1.00E-06
1.594	4.65E-06
1.595	7.89E-06
1.596	1.07E-05
1.597	1.32E-05
1.598	1.53E-05
1.599	1.70E-05
1.6	1.82E-05
1.601	1.91E-05
1.602	1.97E-05
1.603	1.98E-05
1.604	1.95E-05
1.605	1.88E-05
1.606	1.78E-05
1.607	1.64E-05
1.608	1.45E-05
1.609	1.23E-05
1.61	9.72E-06
1.611	6.74E-06
1.612	3.37E-06
1.613	3.70E-07
1.614	3.98E-06
1.615	7.21E-06
1.616	1.01E-05
1.617	1.25E-05
1.618	1.46E-05
1.619	1.63E-05
1.62	1.76E-05
1.621	1.86E-05
1.622	1.91E-05
1.623	1.93E-05
1.624	1.91E-05
1.625	1.85E-05
1.626	1.75E-05
1.627	1.62E-05
1.628	1.45E-05
1.629	1.24E-05
1.63	9.92E-06
1.631	7.07E-06
1.632	3.84E-06
1.633	2.45E-07
1.634	3.34E-06
1.635	6.55E-06
1.636	9.39E-06
1.637	1.19E-05
1.638	1.39E-05
1.639	1.57E-05
1.64	1.70E-05
1.641	1.80E-05
1.642	1.86E-05
1.643	1.88E-05
1.644	1.87E-05
1.645	1.82E-05
1.646	1.73E-05
1.647	1.60E-05
1.648	1.44E-05
1.649	1.24E-05
1.65	1.01E-05
1.651	7.37E-06
1.652	4.28E-06
1.653	8.30E-07
1.654	2.72E-06
1.655	5.92E-06
1.656	8.74E-06
1.657	1.12E-05
1.658	1.33E-05
1.659	1.50E-05
1.66	1.64E-05
1.661	1.74E-05
1.662	1.81E-05
1.663	1.84E-05
1.664	1.83E-05
1.665	1.78E-05
1.666	1.70E-05
1.667	1.59E-05
1.668	1.44E-05
1.669	1.25E-05
1.67	1.02E-05
1.671	7.64E-06
1.672	4.69E-06
1.673	1.38E-06
1.674	2.12E-06
1.675	5.30E-06
1.676	8.11E-06
1.677	1.06E-05
1.678	1.27E-05
1.679	1.44E-05
1.68	1.58E-05
1.681	1.69E-05
1.682	1.76E-05
1.683	1.79E-05
1.684	1.79E-05
1.685	1.75E-05
1.686	1.68E-05
1.687	1.57E-05
1.688	1.43E-05
1.689	1.25E-05
1.69	1.04E-05
1.691	7.90E-06
1.692	5.07E-06
1.693	1.89E-06
1.694	1.54E-06
1.695	4.69E-06
1.696	7.50E-06
1.697	9.96E-06
1.698	1.21E-05
1.699	1.38E-05
1.7	1.53E-05
1.701	1.63E-05
1.702	1.71E-05
1.703	1.74E-05
1.704	1.75E-05
1.705	1.72E-05
1.706	1.65E-05
1.707	1.55E-05
1.708	1.42E-05
1.709	1.25E-05
1.71	1.05E-05
1.711	8.12E-06
1.712	5.42E-06
1.713	2.37E-06
1.714	9.74E-07
1.715	4.11E-06
1.716	6.91E-06
1.717	9.37E-06
1.718	1.15E-05
1.719	1.33E-05
1.72	1.47E-05
1.721	1.58E-05
1.722	1.66E-05
1.723	1.70E-05
1.724	1.71E-05
1.725	1.68E-05
1.726	1.63E-05
1.727	1.53E-05
1.728	1.41E-05
1.729	1.25E-05
1.73	1.06E-05
1.731	8.33E-06
1.732	5.74E-06
1.733	2.82E-06
1.734	4.27E-07
1.735	3.54E-06
1.736	6.33E-06
1.737	8.79E-06
1.738	1.09E-05
1.739	1.27E-05
1.74	1.42E-05
1.741	1.53E-05
1.742	1.61E-05
1.743	1.66E-05
1.744	1.67E-05
1.745	1.65E-05
1.746	1.60E-05
1.747	1.52E-05
1.748	1.40E-05
1.749	1.25E-05
1.75	1.07E-05
1.751	8.52E-06
1.752	6.04E-06
1.753	3.24E-06
1.754	1.06E-07
1.755	2.99E-06
1.756	5.77E-06
1.757	8.22E-06
1.758	1.03E-05
1.759	1.22E-05
1.76	1.36E-05
1.761	1.48E-05
1.762	1.56E-05
1.763	1.61E-05
1.764	1.63E-05
1.765	1.62E-05
1.766	1.57E-05
1.767	1.50E-05
1.768	1.39E-05
1.769	1.25E-05
1.77	1.07E-05
1.771	8.68E-06
1.772	6.31E-06
1.773	3.63E-06
1.774	6.19E-07
1.775	2.46E-06
1.776	5.22E-06
1.777	7.67E-06
1.778	9.80E-06
1.779	1.16E-05
1.78	1.31E-05
1.781	1.43E-05
1.782	1.52E-05
1.783	1.57E-05
1.784	1.59E-05
1.785	1.59E-05
1.786	1.55E-05
1.787	1.48E-05
1.788	1.38E-05
1.789	1.24E-05
1.79	1.08E-05
1.791	8.83E-06
1.792	6.57E-06
1.793	3.99E-06
1.794	1.10E-06
1.795	1.94E-06
1.796	4.69E-06
1.797	7.13E-06
1.798	9.27E-06
1.799	1.11E-05
1.8	1.26E-05
1.801	1.38E-05
1.802	1.47E-05
1.803	1.53E-05
1.804	1.56E-05
1.805	1.56E-05
1.806	1.52E-05
1.807	1.46E-05
1.808	1.36E-05
1.809	1.24E-05
1.81	1.08E-05
1.811	8.97E-06
1.812	6.80E-06
1.813	4.33E-06
1.814	1.55E-06
1.815	1.44E-06
1.816	4.18E-06
1.817	6.61E-06
1.818	8.75E-06
1.819	1.06E-05
1.82	1.21E-05
1.821	1.33E-05
1.822	1.43E-05
1.823	1.49E-05
1.824	1.52E-05
1.825	1.52E-05
1.826	1.50E-05
1.827	1.44E-05
1.828	1.35E-05
1.829	1.23E-05
1.83	1.09E-05
1.831	9.08E-06
1.832	7.01E-06
1.833	4.64E-06
1.834	1.98E-06
1.835	9.44E-07
1.836	3.67E-06
1.837	6.10E-06
1.838	8.24E-06
1.839	1.01E-05
1.84	1.16E-05
1.841	1.29E-05
1.842	1.38E-05
1.843	1.45E-05
1.844	1.49E-05
1.845	1.49E-05
1.846	1.47E-05
1.847	1.42E-05
1.848	1.34E-05
1.849	1.23E-05
1.85	1.09E-05
1.851	9.19E-06
1.852	7.21E-06
1.853	4.94E-06
1.854	2.37E-06
1.855	4.65E-07
1.856	3.18E-06
1.857	5.61E-06
1.858	7.75E-06
1.859	9.59E-06
1.86	1.11E-05
1.861	1.24E-05
1.862	1.34E-05
1.863	1.41E-05
1.864	1.45E-05
1.865	1.46E-05
1.866	1.44E-05
1.867	1.40E-05
1.868	1.32E-05
1.869	1.22E-05
1.87	1.09E-05
1.871	9.27E-06
1.872	7.38E-06
1.873	5.21E-06
1.874	2.75E-06
1.875	5.55E-16
1.876	2.70E-06
1.877	5.13E-06
1.878	7.26E-06
1.879	9.12E-06
1.88	1.07E-05
1.881	1.20E-05
1.882	1.30E-05
1.883	1.37E-05
1.884	1.41E-05
1.885	1.43E-05
1.886	1.42E-05
1.887	1.38E-05
1.888	1.31E-05
1.889	1.21E-05
1.89	1.09E-05
1.891	9.35E-06
1.892	7.54E-06
1.893	5.46E-06
